tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
2018-03-02,1E2IGK2,VOLKSWAGEN,PHOETON,2015,64030,6996,460
2019-01-17,HZ9AO9U,VOLVO,V60,2013,175711,8878,1680
2016-06-30,A0G72L8,FORD,FOCUS,2012,75086,106,1951
2014-01-05,0AV9GTL,FORD,KUGA,2013,2293,2982,674
2013-11-13,19QTC65,VOLVO,S90,2009,167060,2628,587
2017-09-16,AZ27ZQ2,VOLKSWAGEN,PHOETON,2014,38392,1385,1843
2019-01-25,E0ZMBX4,VOLKSWAGEN,GOLF,2004,144652,4368,1780
2012-01-17,VTBG1TZ,FORD,FOCUS,2006,88016,9824,1938
2019-05-03,D2ZUN51,VOLVO,S40,2006,116890,564,693
2019-09-07,1MR2U3E,FIAT,MAREA,2006,186255,8963,897
2010-08-06,1FYK79Z,VOLVO,S40,2007,10730,2926,1836
2019-08-12,88TXRVX,VOLKSWAGEN,JETTA,2013,49739,3132,685
2010-12-04,K5WJ1KA,FIAT,SPIDER,2001,90523,3172,1687
2015-05-17,GFS73OJ,VOLVO,V40,2001,103696,7681,771
2016-11-01,S3ZXNRB,MERCEDES,E250,2006,13895,1165,1437
2012-09-01,5FTH0SO,FORD,ESCORT,2011,176108,7302,1926
2010-12-07,QAP0N2Y,FIAT,EGEA,2002,168179,4261,1547
2019-02-27,ZPVRW7W,FIAT,LINEA,2010,130181,7823,705
2018-02-27,OUA7VTQ,FORD,KUGA,2001,50998,8273,1902
2017-10-05,6TSAVMF,FIAT,LINEA,2004,34211,4405,589
2012-12-04,WG6SHY2,VOLKSWAGEN,JETTA,2007,177133,9904,1308
2018-04-04,IZGHRDJ,MERCEDES,S600,2008,106415,7815,903
2020-02-28,UMJXI4W,VOLKSWAGEN,SCIROCCO,2008,85384,4503,900
2015-10-28,KXBGRMJ,MERCEDES,E200,2007,62096,1289,1286
2014-09-30,J409SQV,VOLKSWAGEN,SCIROCCO,2012,73303,4259,1014
2016-09-03,7Y64UH6,MERCEDES,A180,2000,109325,1565,1738
2020-05-31,DZVZQVC,VOLVO,V40,2013,106890,9914,1361
2013-12-12,ABY7WAI,FORD,ESCORT,2010,41680,4194,536
2017-01-28,W2IQQL0,VOLKSWAGEN,SCIROCCO,2013,150015,7003,684
2016-12-08,2A7FN1D,VOLKSWAGEN,PHOETON,2013,106930,3629,1705
2015-03-24,HNVHBWJ,VOLVO,S60,2014,99234,5586,506
2015-02-12,X04F9AP,FIAT,DOBLO,2003,176918,9950,551
2013-08-04,9ZHHTOI,MERCEDES,A180,2009,10513,6654,1255
2015-11-11,0EE35U2,VOLVO,S60,2003,2065,7191,1398
2010-08-21,1QZ7CGW,VOLKSWAGEN,GOLF,2010,189476,6492,1839
2010-08-12,NGTKBIK,MERCEDES,C180,2008,102480,7037,1840
2013-02-07,T02PPAZ,FIAT,FIORINO,2000,181972,6331,590
2020-01-06,X0VIZ2U,VOLKSWAGEN,SCIROCCO,2020,49026,8319,1612
2010-07-07,YKURXK5,FORD,ESCORT,2007,198838,7495,366
2018-06-06,IDG1WP8,VOLVO,S40,2008,43045,1836,1062
2015-11-27,WLU6HV1,MERCEDES,A180,2003,33055,8649,317
2012-08-14,NZSDIVU,VOLKSWAGEN,POLO,2005,58552,6752,318
2014-07-11,FV9DP31,VOLKSWAGEN,PHOETON,2003,131309,7026,1851
2012-02-11,S7I71NE,VOLKSWAGEN,POLO,2011,46939,1016,1075
2015-05-05,IQ31ASX,FIAT,ALBEA,2010,151301,3755,1713
2017-05-20,CLKBTA5,VOLKSWAGEN,SCIROCCO,2010,152538,9489,1732
2015-09-02,3MW2Y99,FIAT,FIORINO,2004,15219,9971,1177
2014-09-13,5O125BJ,FIAT,SPIDER,2004,61482,3005,662
2015-12-04,K1VL0VR,VOLKSWAGEN,POLO,2012,44101,9505,966
2019-02-27,YO0F0RF,MERCEDES,E200,2001,197002,4102,1468
2010-10-23,G9EKQD9,FORD,FOCUS,2001,117365,8354,515
2018-08-05,HXHKD6R,FIAT,DOBLO,2005,169654,9340,1743
2018-05-26,1AEY72J,FIAT,LINEA,2011,20245,6628,1418
2015-09-08,96XOK2O,MERCEDES,S600,2013,50248,6957,1645
2010-07-01,UEE85HI,MERCEDES,A180,2000,184174,6189,389
2015-05-10,YG3XBYQ,VOLKSWAGEN,POLO,2003,79492,5937,1758
2018-12-08,EDLTJFC,FORD,MONDEO,2000,96764,1926,812
2010-02-16,CKF3T0U,FIAT,MAREA,2007,13288,798,460
2017-10-03,L5MAQTN,VOLKSWAGEN,PASSAT,2000,190723,9239,538
2016-07-23,ZYUEV64,FIAT,EGEA,2007,87287,4767,1479
2014-06-27,C4RJDTH,VOLKSWAGEN,POLO,2010,165996,7691,453
2019-01-12,VEV02MR,FORD,MONDEO,2003,147963,4444,1668
2010-02-10,5T4HMQ2,FIAT,FIORINO,2005,29400,5232,1794
2012-04-16,VWHCEA9,FIAT,SPIDER,2009,30683,7953,1808
2018-02-16,K1L5MCG,FORD,ESCORT,2018,183440,2908,530
2015-03-17,ZSHQEIC,VOLKSWAGEN,PASSAT,2011,102231,8929,903
2013-04-23,08DECVG,VOLVO,V60,2007,17819,6130,1454
2016-09-30,QG3QQ5V,VOLKSWAGEN,PHOETON,2006,196054,5249,378
2017-08-31,KZCU9RM,VOLVO,XC90,2016,106060,6811,1100
2019-02-27,7O9HEXK,FORD,FOCUS,2018,114920,9198,985
2015-12-14,ZZJZUFB,FORD,MONDEO,2001,32840,1023,1965
2011-07-12,57AR1BG,VOLVO,V40,2001,66967,6761,662
2017-11-30,8MCAZ79,FIAT,LINEA,2004,98983,1620,647
2017-03-29,INQDR36,VOLVO,V60,2010,106064,4850,383
2017-02-03,SPOUS84,VOLVO,S40,2004,124415,9512,795
2014-06-30,8C95FKX,VOLKSWAGEN,POLO,2009,145619,7476,966
2012-11-04,OI5ZRXB,VOLVO,V40,2009,114169,1771,1784
2016-09-16,JO687BA,FORD,KUGA,2016,101690,1636,1144
2010-03-22,QE4GGL5,FORD,FIESTA,2004,91056,986,420
2017-04-03,YG4XYT1,FIAT,DOBLO,2005,97623,8064,1909
2016-05-14,AIB9FNK,VOLVO,S60,2004,90209,7446,1817
2012-12-30,YZM5C6B,FORD,KA,2007,64040,5492,819
2017-08-04,ZSZFJU7,VOLKSWAGEN,POLO,2014,102286,2205,1532
2012-12-08,LPPYIF9,FIAT,LINEA,2004,103675,8411,258
2011-08-10,52ZMT4M,FORD,FOCUS,2001,81124,4244,490
2015-06-29,S3966FW,MERCEDES,E250,2006,94460,3249,1934
2018-08-11,TABCYBH,FORD,ESCORT,2005,140461,478,1458
2015-07-20,FFFETJ6,FORD,MONDEO,2003,64872,4911,754
2019-06-20,DOL493D,MERCEDES,S600,2001,193622,6146,1311
2011-11-02,0OOFJAL,MERCEDES,C180,2010,71491,1211,1955
2018-04-18,PXKUC4K,FORD,MONDEO,2009,134427,161,1211
2011-05-19,XHJMRMF,FORD,KA,2002,116747,9515,1201
2020-04-28,1JOSMT6,FIAT,FIORINO,2015,168588,8634,1447
2013-09-14,BW08I1B,FIAT,MAREA,2013,75813,8691,1887
2010-05-16,AEI5105,FIAT,LINEA,2006,81778,6377,450
2018-10-11,V502Z9F,VOLKSWAGEN,PHOETON,2002,52527,3584,384
2016-07-23,JT6SS8J,VOLKSWAGEN,POLO,2002,183864,3133,1117
2016-04-14,WFI4NIN,FIAT,LINEA,2007,168794,4894,1511
2012-08-27,2CHEPTX,FIAT,LINEA,2010,16369,6263,1272
2014-12-23,F3MVR3C,VOLKSWAGEN,PASSAT,2009,90095,6338,1459
2012-03-13,WOOV551,VOLKSWAGEN,POLO,2005,102548,4599,1179
2010-05-15,MMCKFGD,MERCEDES,A180,2008,106062,936,830
2013-04-14,6A0N6GW,MERCEDES,S600,2013,175100,5715,1249
2018-11-06,5G2SQYW,MERCEDES,S600,2008,20658,8805,1480
2010-07-25,IXYH086,VOLVO,XC90,2009,73420,5304,1100
2010-12-22,471WWKY,FORD,FIESTA,2003,56141,5743,399
2019-12-30,SZWLIWP,MERCEDES,A180,2018,9613,3305,1123
2014-09-14,J8TN5PJ,VOLKSWAGEN,SCIROCCO,2002,85407,4196,1089
2016-05-11,KVJC1B9,MERCEDES,A180,2004,44000,7841,1617
2014-04-13,FQ11BAF,FORD,MONDEO,2002,7762,2803,731
2017-04-22,ESXAX40,FIAT,ALBEA,2013,113784,2312,1838
2014-06-23,W816DJ3,VOLKSWAGEN,POLO,2002,73452,2970,1857
2016-05-19,I4LGDMQ,FIAT,DOBLO,2012,62070,6027,1431
2016-11-07,XM35JXN,VOLKSWAGEN,PASSAT,2010,113473,2133,1655
2016-02-04,Q81IYD7,FIAT,SPIDER,2012,102147,6867,1803
2019-04-13,37XXM3I,FIAT,ALBEA,2016,3798,158,563
2015-09-08,IFX6R7F,FIAT,FIORINO,2002,105516,7984,1445
2015-04-17,W8RZWUQ,FIAT,MAREA,2012,181767,7937,308
2013-12-06,TBK321C,VOLVO,S40,2005,158340,9511,981
2017-07-22,0BTBP6E,VOLVO,XC90,2012,83731,3078,1522
2018-12-11,H73KEQW,FORD,KA,2012,131963,9662,1288
2015-03-02,9RZVEG0,VOLKSWAGEN,SCIROCCO,2001,165713,3731,721
2020-01-29,E2PSG9L,VOLVO,V40,2016,143522,1941,385
2014-01-06,M15C0GV,VOLKSWAGEN,PASSAT,2004,183841,6555,1222
2013-11-19,61LSSIB,VOLKSWAGEN,JETTA,2000,136422,3409,474
2011-08-31,5SQLGUI,VOLVO,XC90,2004,39126,6818,1525
2010-10-10,M6SLA7L,VOLKSWAGEN,POLO,2010,181976,7553,1525
2014-08-29,CJKO1KX,VOLKSWAGEN,JETTA,2000,179174,3057,1294
2011-08-01,MPP555O,FORD,KA,2006,28464,8810,1244
2018-10-19,BZMHAJE,FIAT,LINEA,2010,30886,3491,1165
2012-05-23,HUB3JD0,VOLKSWAGEN,PASSAT,2012,82162,5014,1009
2013-02-04,LZ24I5W,FIAT,EGEA,2002,75734,3732,641
2017-08-07,DNPRBAO,FIAT,DOBLO,2004,154428,2639,1241
2014-08-13,5BVA36F,VOLKSWAGEN,PASSAT,2000,172740,4009,1751
2019-01-01,J8E93X3,MERCEDES,E250,2011,175529,7340,909
2020-03-24,NJ205G8,VOLKSWAGEN,GOLF,2003,7666,2147,355
2014-01-16,81VHZXL,FIAT,ALBEA,2003,19160,1511,1891
2014-12-10,3VY3C73,VOLKSWAGEN,PHOETON,2002,165789,7772,1520
2012-09-07,HYWPWZA,MERCEDES,S350,2011,79968,3014,802
2012-04-14,3N42HGQ,MERCEDES,E200,2006,22610,6072,1422
2012-01-28,Y80U8PL,VOLKSWAGEN,JETTA,2008,192062,6036,1851
2015-03-11,GLTQD7U,FIAT,MAREA,2009,65899,1250,1070
2012-02-23,S14P634,FIAT,FIORINO,2002,56611,3386,1061
2018-07-19,FMYXCUY,FIAT,EGEA,2011,133732,9880,1575
2020-03-17,A080DDH,VOLVO,S40,2018,173717,8661,769
2010-08-14,M88IWB3,FIAT,EGEA,2001,151179,2820,250
2018-07-25,9YSP6V6,FORD,FIESTA,2015,55244,3910,772
2019-12-25,91MI38T,FIAT,MAREA,2009,171987,7513,984
2020-02-25,WQEB746,VOLKSWAGEN,PASSAT,2018,39770,8129,1952
2017-03-04,NNIJO7R,VOLKSWAGEN,PASSAT,2015,105851,323,1315
2013-03-26,XH6JKVT,VOLKSWAGEN,SCIROCCO,2004,137447,2243,776
2011-01-16,KTB7GVV,FIAT,LINEA,2004,11826,9674,699
2013-04-03,I34I0LF,VOLVO,S60,2011,42002,4132,1117
2011-07-12,WRFHG5E,VOLVO,XC90,2003,75897,878,1362
2014-08-17,KUH8BGW,VOLKSWAGEN,POLO,2011,114820,7644,1829
2014-10-21,5LB2ZAE,FORD,KUGA,2001,44147,8085,916
2019-05-09,WHKVSP7,FIAT,LINEA,2000,35141,7723,596
2013-01-27,1EBQH5O,VOLVO,V60,2012,12201,8973,353
2015-09-20,3BH3W51,VOLKSWAGEN,JETTA,2010,135328,3017,1345
2019-02-27,M9I0QPH,VOLKSWAGEN,JETTA,2008,124840,7393,614
2013-10-16,4EH1PN8,VOLVO,S60,2007,92975,4054,1479
2019-02-01,7E2IPW3,FORD,MONDEO,2014,93593,6488,1982
2016-10-07,8EK7FEA,MERCEDES,C180,2011,154070,2638,801
2019-01-09,V4T2684,FORD,FOCUS,2015,1573,5901,1538
2014-09-09,Q83RCNJ,FIAT,DOBLO,2007,108472,6151,1671
2014-05-03,2VR3EA6,VOLKSWAGEN,SCIROCCO,2001,126579,9998,768
2010-10-15,Z4ZSFI2,VOLVO,XC90,2006,52236,440,360
2018-10-21,I33FMUQ,FIAT,ALBEA,2011,85192,6010,923
2012-11-17,4ZQ2HUK,FIAT,MAREA,2011,2625,4503,1129
2012-04-30,81UNY1F,VOLVO,S90,2006,41625,7529,1539
2020-01-01,EP9GK4Z,VOLKSWAGEN,JETTA,2009,64118,6272,1187
2016-07-09,GM51HDQ,VOLVO,S40,2013,106454,9160,362
2016-11-19,FLYKALB,FORD,ESCORT,2009,31440,4867,630
2016-10-15,SXK9XYG,FORD,MONDEO,2007,83825,2959,1142
2016-01-29,UNPTO63,VOLKSWAGEN,GOLF,2003,46947,6759,1571
2011-08-20,G093OR2,VOLVO,V60,2007,133201,358,1683
2017-06-08,ZO8A0MF,MERCEDES,S600,2002,126985,481,1079
2015-10-05,4TPKLNR,FORD,KA,2014,128822,460,1895
2013-08-13,KS47I1L,VOLVO,S90,2000,109442,403,1510
2017-07-22,6XYUSQ3,FIAT,MAREA,2008,72429,1088,392
2010-03-24,GMWCWM3,VOLVO,S90,2009,18847,8662,1241
2019-04-16,LL5PP6A,FIAT,DOBLO,2013,96305,1656,623
2018-11-27,HMRT1K4,MERCEDES,S350,2014,131562,977,1873
2014-10-21,70QUJ9B,FORD,KA,2012,127961,8485,936
2012-03-25,PMBLAAK,VOLVO,V40,2010,127171,6508,1942
2015-09-12,4GBJXSU,FIAT,SPIDER,2003,87093,5434,1486
2013-02-23,B53DF63,FORD,MONDEO,2011,17884,5494,1569
2013-12-06,H5K3BN7,MERCEDES,E250,2000,196295,3701,485
2014-11-26,D2LHSDC,VOLKSWAGEN,SCIROCCO,2011,85172,4511,1307
2012-05-26,HBO9BEX,MERCEDES,E250,2008,40407,4484,1567
2013-12-22,HI7T3PX,VOLVO,S60,2009,161060,4454,1684
2011-04-05,9N3TJKB,FIAT,FIORINO,2006,72652,3390,1683
2017-04-15,X6OQ279,VOLVO,V40,2006,156300,239,1351
2016-08-11,K7MRN1F,FORD,FOCUS,2006,191585,3210,1926
2010-08-07,0M9B9BP,FIAT,FIORINO,2007,140070,6025,657
2013-09-01,Z6RGPIN,MERCEDES,E200,2001,141521,9299,1986
2017-03-31,UDESWYD,MERCEDES,E200,2007,178830,9835,912
2012-03-31,LKRB9GG,FIAT,ALBEA,2002,152156,5538,1048
2015-06-21,WH2G1QX,FORD,KUGA,2014,103923,5463,1163
2012-02-09,F0UA1SX,VOLKSWAGEN,SCIROCCO,2002,97162,6814,1363
2016-11-08,ZAG6GP9,MERCEDES,E200,2011,166208,1660,936
2010-02-21,EQAX27Z,FIAT,DOBLO,2006,80642,2895,1657
2011-09-19,P53Y88D,FORD,MONDEO,2008,87326,5642,1966
2016-11-20,XLJA6D2,FIAT,FIORINO,2003,197678,1681,547
2012-07-30,5HMQJ8D,FIAT,EGEA,2012,99478,4985,1483
2014-04-12,G3VR7VF,FORD,FIESTA,2014,193258,6762,1129
2018-09-17,UR4VYAU,MERCEDES,E200,2011,49307,6987,355
2016-03-02,E4V0HX1,FIAT,ALBEA,2008,171463,2050,1508
2010-05-01,T2F8JNE,FIAT,FIORINO,2007,10225,3410,1018
2017-02-27,A89JM39,VOLVO,V60,2002,161038,9782,1305
2014-04-27,K69RDZR,MERCEDES,E200,2010,26528,3673,1284
2014-12-20,CNNACYP,FIAT,LINEA,2007,17379,9876,1865
2013-06-21,L9112XP,FIAT,ALBEA,2011,50606,9922,1806
2016-12-14,RZ1IKCM,FORD,KA,2011,122497,2973,1758
2020-04-07,PA032RR,FORD,KUGA,2011,81329,5529,1238
2020-01-28,0AZS3X5,MERCEDES,C180,2019,74342,7204,1601
2012-06-10,LNRA8D3,FORD,FIESTA,2006,31114,5746,1986
2014-10-06,YK0ZEDL,MERCEDES,S600,2013,74479,7660,1494
2010-06-04,CDHNEBY,FORD,ESCORT,2008,54321,78,1601
2016-01-14,IE1ZEWE,VOLKSWAGEN,PASSAT,2007,81063,2566,681
2017-08-22,LERQN5K,FORD,FOCUS,2005,131634,9019,683
2019-03-06,0H3PNIT,FORD,KUGA,2007,128569,6623,1755
2010-01-04,ILMEDOI,FIAT,DOBLO,2006,150940,9131,726
2017-01-15,WI8W4SB,VOLVO,S60,2002,5803,5517,1294
2013-09-08,C1DVMI7,MERCEDES,S350,2010,61294,6847,1032
2017-03-22,95QDGCD,MERCEDES,S350,2011,75042,4298,1412
2019-02-16,CVUCAMO,FORD,MONDEO,2009,195033,4743,1078
2010-08-07,3KTA5UM,MERCEDES,A180,2009,82409,5332,327
2015-03-01,S4FMIQU,MERCEDES,E250,2009,162504,4108,392
2014-11-06,1GX6PAN,MERCEDES,E250,2008,79426,8328,1149
2017-11-16,LT3ZR3W,VOLVO,V60,2012,86041,2777,828
2010-05-05,3HUX5N1,VOLVO,S60,2006,174635,2621,435
2018-02-25,P5QYHEY,VOLKSWAGEN,PASSAT,2005,8137,2836,510
2015-08-18,16QQAVQ,FORD,FOCUS,2015,124720,2976,1646
2011-09-19,BNN2GW5,FIAT,LINEA,2007,143867,6577,1303
2019-09-11,K29UVQH,FIAT,LINEA,2013,77030,6612,883
2012-04-30,7USH1XH,VOLVO,XC90,2011,180013,6001,1723
2015-05-05,6V738GV,VOLVO,XC90,2009,198217,470,605
2011-03-07,TWW8A9F,VOLKSWAGEN,PHOETON,2005,45804,7520,1808
2013-06-01,AO8XWOQ,MERCEDES,E200,2005,24398,5832,873
2019-09-07,4Y3KNES,FIAT,SPIDER,2013,188746,3476,1930
2015-11-30,2R2JOSA,MERCEDES,E200,2012,161234,5052,1292
2013-10-08,7SEH3YB,VOLVO,S90,2009,120427,2969,1121
2018-01-09,RZ21QZT,MERCEDES,S600,2002,70036,5594,406
2010-02-11,ASCOA4D,VOLKSWAGEN,POLO,2004,74317,1255,1572
2015-06-25,R0IJW30,FIAT,LINEA,2000,40102,4512,1259
2011-07-15,4ECG3DM,MERCEDES,E200,2005,142102,6548,423
2011-11-15,S8KM8QC,VOLKSWAGEN,POLO,2001,155474,8698,1922
2010-03-11,T0T4VNR,VOLVO,S90,2000,101933,3265,1556
2013-09-26,A9BR0A0,FORD,MONDEO,2001,115640,4799,1900
2015-06-05,NHC5486,FORD,FOCUS,2008,152881,7031,460
2013-02-23,60ZVLIB,FORD,FIESTA,2011,111440,8936,1318
2018-02-12,HG8FHG1,FIAT,ALBEA,2003,105098,7054,1849
2017-12-08,XBNAZQ0,FORD,FIESTA,2004,132037,6584,1052
2012-12-21,NGY6QI0,VOLKSWAGEN,GOLF,2008,67095,1125,511
2013-10-02,P5DOD0R,FIAT,MAREA,2010,133683,4502,473
2010-06-22,YO6JDBX,VOLVO,S40,2000,70713,4438,1165
2014-06-04,TU0EB50,MERCEDES,E250,2002,110963,8205,1394
2015-09-25,EXCTH4V,FIAT,EGEA,2011,56076,391,784
2015-03-27,6WOMHEL,MERCEDES,S350,2009,189137,3803,822
2012-09-28,ZHYODSO,VOLVO,V60,2004,187007,675,533
2018-01-27,EKZH4ZG,FORD,KUGA,2001,96304,9490,558
2015-01-03,LSLG571,FORD,KUGA,2005,55525,5189,1562
2015-11-16,90GM792,MERCEDES,A180,2014,100320,8705,1497
2010-09-21,NTF6GH6,VOLKSWAGEN,PASSAT,2006,186943,7325,1629
2013-12-15,639YN4S,FORD,MONDEO,2011,38479,5004,1960
2019-05-10,SDMA2FR,MERCEDES,C180,2015,158050,9934,1663
2014-05-24,FM3MWN9,VOLVO,XC90,2014,92120,7102,1334
2018-06-16,9POBVDU,VOLKSWAGEN,PHOETON,2017,78518,7836,1703
2016-12-15,4KICELP,FORD,KUGA,2003,185847,6914,778
2020-02-21,3H3M1XG,VOLKSWAGEN,PHOETON,2014,176255,8770,1214
2020-05-19,LXXB1BO,FIAT,EGEA,2020,164631,1023,1116
2011-03-05,TX74L3I,VOLKSWAGEN,POLO,2003,112864,5764,498
2020-06-07,I28MYHZ,VOLKSWAGEN,PHOETON,2006,96834,5046,1535
2015-11-25,RGIZEYN,VOLKSWAGEN,JETTA,2008,30105,4853,1680
2017-11-25,L5W62HY,FIAT,DOBLO,2005,79294,1053,253
2017-08-21,K9TAECV,FORD,KUGA,2003,86746,7820,674
2019-03-09,WLCP61K,FIAT,SPIDER,2000,89663,1719,1914
2019-10-09,7VHZVEW,FORD,KUGA,2008,184537,5575,1812
2013-12-29,SPIOQB3,VOLVO,V60,2012,194670,3468,1761
2017-01-04,N04H0Y0,MERCEDES,C180,2003,152480,6890,263
2012-07-04,81TYGYN,FORD,ESCORT,2001,145193,3887,850
2015-06-24,FQHW2AR,FIAT,DOBLO,2005,69164,5663,1396
2020-01-13,IYICN3C,MERCEDES,E200,2020,92955,6854,1070
2016-03-16,AGJZJ7N,VOLKSWAGEN,PASSAT,2011,142360,4182,1348
2020-03-26,0AJKFHA,FORD,KUGA,2012,144678,467,1102
2011-01-18,7LOACGG,MERCEDES,E200,2001,69290,667,1341
2014-09-17,CVY5VW9,MERCEDES,E200,2004,34109,2284,507
2019-02-21,LY7PK9B,FIAT,MAREA,2018,190347,6627,433
2018-11-19,ITX8FM0,FIAT,ALBEA,2016,61191,6404,1109
2012-06-15,NSW3HWG,FIAT,LINEA,2011,55908,4253,1008
2012-06-19,PG3X8NL,FORD,FIESTA,2003,56871,822,344
2010-07-08,B7M8TKY,FORD,ESCORT,2003,6004,4362,418
2013-03-30,TSOG1EO,FIAT,FIORINO,2007,57245,5533,390
2017-01-31,3SEKS7U,FIAT,ALBEA,2006,10462,6595,1979
2011-10-19,PVYSGE7,FIAT,SPIDER,2011,46763,7699,538
2016-05-04,UKK2QOY,FORD,KA,2014,10530,8667,566
2014-08-23,Q65VQ90,VOLVO,S40,2012,196994,9516,1149
2011-08-12,21B29LA,VOLKSWAGEN,JETTA,2010,120098,6485,1012
2014-07-18,50OUVWR,VOLKSWAGEN,SCIROCCO,2012,8192,1003,314
2014-06-21,0URO0VQ,FORD,FOCUS,2004,81783,661,1016
2011-04-26,OQCAAA5,VOLKSWAGEN,POLO,2007,108683,7601,1357
2019-12-19,L0IB6LN,VOLVO,S60,2001,33147,2581,1032
2016-05-17,VFVVA5K,VOLKSWAGEN,PASSAT,2014,26823,8214,1372
2010-06-19,AR64G0G,FORD,ESCORT,2000,93198,8313,950
2012-11-06,98SZQ85,VOLKSWAGEN,POLO,2006,36139,2652,1083
2018-05-08,8146XPA,FIAT,FIORINO,2003,109060,669,1358
2019-07-12,QP92OGE,VOLKSWAGEN,PASSAT,2010,57240,1178,1596
2013-09-12,SFMQSJ2,MERCEDES,C180,2007,1460,2111,525
2010-08-02,NWWUQ8K,FORD,FIESTA,2009,26987,8545,1783
2012-03-31,1BFDSY0,FIAT,EGEA,2010,147884,3294,1510
2010-02-11,ZSDGFTW,MERCEDES,A180,2008,105723,2834,405
2016-11-08,G9NX9RC,FORD,FOCUS,2014,137372,4408,502
2014-04-14,V11T9LW,VOLVO,S40,2013,170289,8933,1951
2016-04-06,7G3JXSY,MERCEDES,E200,2014,75588,5974,545
2011-03-30,IPN36Z0,VOLVO,XC90,2008,2116,7050,589
2011-03-28,RU6ZR74,VOLKSWAGEN,JETTA,2011,10011,1896,608
2019-12-08,EOARSDP,MERCEDES,C180,2019,99579,5277,1660
2011-01-21,UD49VFQ,FIAT,MAREA,2006,102473,789,1819
2019-12-09,OMRO683,FIAT,EGEA,2010,120688,6418,1839
2013-06-03,9Q21MW7,VOLKSWAGEN,POLO,2007,63357,901,846
2018-08-05,9HR2RQ0,FIAT,SPIDER,2017,19790,3510,515
2016-07-09,QHEQWC2,VOLKSWAGEN,JETTA,2010,139512,8787,597
2011-08-03,JB7P5WW,FORD,FIESTA,2001,143667,8418,1119
2014-03-22,QF9QLRY,FIAT,SPIDER,2005,49132,2449,1572
2020-05-19,VKRG46Q,FORD,FIESTA,2004,122438,7017,898
2013-11-28,H8V1TPQ,FORD,FOCUS,2002,23987,4477,1327
2010-06-13,A760WAC,VOLVO,V60,2007,196197,3917,585
2018-09-17,DBYC16L,VOLVO,V60,2004,68619,5787,1498
2011-09-20,9RWM42X,FIAT,EGEA,2008,4067,9614,830
2016-07-16,6GG10M6,FORD,ESCORT,2010,70253,5740,550
2011-05-04,WXBJL8B,MERCEDES,E200,2002,127099,3971,583
2010-02-23,R5IPF1G,FIAT,MAREA,2001,199072,3394,1071
2011-11-27,A1VJD5A,MERCEDES,E250,2004,59969,7556,1587
2018-10-04,I4W5TXC,VOLVO,S40,2002,60773,3192,260
2016-10-27,3PBEXS0,MERCEDES,E250,2003,171293,1227,1282
2014-10-05,RSGXZI7,VOLKSWAGEN,GOLF,2001,158591,7152,1129
2013-09-28,NIXDJY7,VOLVO,S90,2009,26582,7108,1204
2011-10-02,CUJU7KC,MERCEDES,E250,2010,9889,2510,1906
2014-11-09,HO5D7L7,VOLVO,S90,2011,135125,307,1476
2020-03-21,TFYMGT6,FIAT,DOBLO,2011,74703,7639,1151
2019-07-16,287RVC3,FIAT,EGEA,2010,146327,5233,1068
2019-12-21,Y89T78Y,VOLVO,S40,2004,91557,2009,1593
2011-02-12,IS9DXVM,VOLKSWAGEN,SCIROCCO,2008,77631,9614,717
2011-09-01,JHC9MMU,MERCEDES,S350,2006,156203,1310,1908
2014-11-11,2T04QMP,VOLVO,S90,2005,73769,2683,1168
2014-08-03,NUBE7AS,FORD,FOCUS,2012,128541,2794,1260
2010-03-01,WJ9H7GG,VOLVO,V40,2005,20244,9257,1638
2019-05-29,F3YMTLA,VOLVO,S60,2019,76480,4198,958
2018-01-03,CSOXX3Y,MERCEDES,E200,2006,111398,8479,1467
2015-02-23,QBYQAQR,VOLKSWAGEN,GOLF,2007,133008,8731,1345
2018-06-29,M9ONGNN,VOLKSWAGEN,PASSAT,2014,178958,5052,734
2012-08-01,7KXZKG6,FORD,KA,2007,87823,1445,677
2017-04-13,TDNVE5D,FORD,KUGA,2005,131203,7125,1534
2014-07-11,GWOTFFA,VOLVO,S40,2006,18738,1637,404
2014-05-20,ATKTHTG,MERCEDES,E200,2010,78337,4286,578
2010-11-19,IPE0X2J,MERCEDES,C180,2008,141821,8685,489
2012-08-18,QBU95EO,VOLKSWAGEN,JETTA,2010,56000,9344,1493
2012-01-31,YCZ4686,VOLVO,S60,2003,76520,9546,777
2020-02-08,5OVIHZY,VOLKSWAGEN,POLO,2001,46736,9983,1244
2015-04-06,R6KA4I5,VOLKSWAGEN,POLO,2014,163682,379,418
2013-09-10,QXU2IZZ,VOLVO,S90,2013,93093,2014,641
2015-05-14,LWRLT76,VOLVO,XC90,2003,34685,8854,1452
2018-12-06,I2SBTVA,VOLKSWAGEN,POLO,2005,116755,1002,358
2019-12-16,W4B2UW6,FIAT,LINEA,2011,91660,4072,1657
2016-04-10,OL3UDR0,VOLVO,S60,2001,9863,9829,399
2018-12-31,00KNNWP,VOLVO,V60,2001,197586,758,1693
2019-02-11,TZE1BK4,FORD,KA,2019,78373,9465,1193
2019-05-09,Z3AEBCO,VOLVO,V60,2011,157705,274,636
2013-10-14,05IHC6G,VOLKSWAGEN,JETTA,2006,145942,6949,1781
2012-02-14,JZV3M7A,MERCEDES,E200,2009,152960,8199,673
